Sr No,date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,year,month,month_name
2829,2015-04-11,Zomato,Restaurant Reviews,Unknown,Gurgaon,Info Edge (India),Private Equity,25000000.0,2015,4,April
2830,2015-04-13,ZopNow,Online Grocer,Unknown,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000.0,2015,4,April
2831,2015-04-13,Nayi Disha,Ed-Tech,Unknown,New Delhi,"Ajay Relan,",Seed Funding,300000.0,2015,4,April
2833,2015-04-13,Commeasure,Online Hotel Booking,Unknown,Noida,Jungle Ventures,Seed Funding,1000000.0,2015,4,April
2834,2015-04-13,Capricoast,Online Kitchen Furniture,Unknown,Bangalore,Accel Partners India,Seed Funding,1250000.0,2015,4,April
2835,2015-04-14,LocalOye,Hyper-local Online Services,Unknown,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000.0,2015,4,April
2836,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,35000000.0,2015,4,April
2837,2015-04-15,PepperTap,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,10000000.0,2015,4,April
2838,2015-04-15,PolicyBazaar,Online Policy Aggregator,Unknown,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000.0,2015,4,April
2839,2015-04-16,UrbanClap,Hyperlocal Mobile Services Marketplace,Unknown,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000.0,2015,4,April
2840,2015-04-16,Taskbob,OnDemand\\nMobile Handyman Services,Unknown,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,1200000.0,2015,4,April
2841,2015-04-17,Robosoft,Mobile App Development,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000000.0,2015,4,April
2844,2015-04-20,Pastiwala,Material Collection & Recycling,Unknown,Vadodara,Agnus Capital,Private Equity,4000000.0,2015,4,April
2845,2015-04-20,1mg (Healthkartplus),Online Pharmacy & Drug DB,Unknown,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000.0,2015,4,April
2846,2015-04-20,Freshdesk,Online / Mobile Customer Support,Unknown,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,50000000.0,2015,4,April
2847,2015-04-20,Sulekha.com,Online Classifieds & Listings,Unknown,Chennai,GIC ventures,Private Equity,28000000.0,2015,4,April
2849,2015-04-22,Eat.Shop.Love,Fashion ECommerce,Unknown,Bangalore,Undisclosed Investor,Private Equity,3500000.0,2015,4,April
2850,2015-04-22,Avanti Learning,Private Coaching Centers,Unknown,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,1500000.0,2015,4,April
2851,2015-04-23,Simplilearn,Online Certification Courses,Unknown,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,15000000.0,2015,4,April
2852,2015-04-23,Craftstvilla,Ethnic Product eCommerce,Unknown,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,18000000.0,2015,4,April
2853,2015-04-23,HeadOut,Last Minute Travel Deals mobile marketplace,Unknown,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,1800000.0,2015,4,April
2854,2015-04-23,happay,usiness expense management,Unknown,Bangalore,AngelPrime,Seed Funding,500000.0,2015,4,April
2855,2015-04-23,Jugnoo,Auto Rickshaw based Logistics,Unknown,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,1000000.0,2015,4,April
2858,2015-04-24,Coverfox,Online Insurance Aggregator,Unknown,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,12000000.0,2015,4,April
2859,2015-04-27,Torqus,Restaurant Management Platform,Unknown,Pune,S S Mukherji & Others,Seed Funding,350000.0,2015,4,April
2860,2015-04-27,Grab,Food Logistics & Delivery,Unknown,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,1000000.0,2015,4,April
2861,2015-04-27,LogicRoots,Interactive Educational Games,Unknown,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,400000.0,2015,4,April
2863,2015-04-28,Babajobs,Grey collar Job Board,Unknown,Bangalore,SEEK Ltd & affiliates,Private Equity,10000000.0,2015,4,April
2865,2015-04-28,Jay Robotix,Robotic Program learning,Unknown,Hyderabad,Cross Border Angels & others,Seed Funding,250000.0,2015,4,April
2866,2015-04-28,Naaptol.com,Tele-Shopping / eCommerce,Unknown,Mumbai,Mitsui & Co & existing investors,Private Equity,21500000.0,2015,4,April
2867,2015-04-29,ReGlobe,Used Gadgets Buy / Refurbishing,Unknown,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,1000000.0,2015,4,April
2868,2015-04-29,Icertis,Cloud Enterprise Software,Unknown,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,6000000.0,2015,4,April
2869,2015-04-29,Tracxn,Startup Analytics platform,Unknown,Bangalore,SAIF Partners,Private Equity,3500000.0,2015,4,April
2871,2015-04-29,Tradelab,Financial Markets Software,Unknown,Bangalore,Rainmatter,Seed Funding,400000.0,2015,4,April
2872,2015-04-29,PiQube,Hiring Analytics platform,Unknown,Chennai,The HR Fund,Seed Funding,500000.0,2015,4,April
2873,2015-04-29,Travel Triangle,Online Travel Marketplace,Unknown,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,8000000.0,2015,4,April
2874,2015-03-02,TrulyMadly.com,Unknown,Unknown,Unknown,"Helion Venture Partners, Kae Capital",Private Equity,5500000.0,2015,3,March
2875,2015-03-02,InstaLively,Unknown,Unknown,Unknown,Group of Angel Investors,Seed Funding,120000.0,2015,3,March
2876,2015-03-03,Vserv,Unknown,Unknown,Unknown,"Maverick Capital, IDG Ventures India",Private Equity,15000000.0,2015,3,March
2878,2015-03-05,Niffler,Unknown,Unknown,Unknown,SAIF Partners,Seed Funding,1000000.0,2015,3,March
2879,2015-03-05,CustomFurnish.com,Unknown,Unknown,Unknown,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000.0,2015,3,March
2880,2015-03-06,MapMyGenome,Unknown,Unknown,Unknown,Rajan Anandan & other angel investors,Private Equity,1200000.0,2015,3,March
2881,2015-03-09,Crowdfire (formerly Justunfollow),Unknown,Unknown,Unknown,Kalaari Capital,Private Equity,2500000.0,2015,3,March
2882,2015-03-09,Bite Club,Unknown,Unknown,Unknown,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000.0,2015,3,March
2884,2015-03-11,Appedo,Unknown,Unknown,Unknown,Undisclosed Investors,Seed Funding,1000000.0,2015,3,March
2885,2015-03-11,Fitraq.com,Unknown,Unknown,Unknown,Tarun Arora,Seed Funding,150000.0,2015,3,March
2886,2015-03-11,ChargeBee,Unknown,Unknown,Unknown,"Tiger Global, Accel Partners",Private Equity,5000000.0,2015,3,March
2887,2015-03-11,Groupon India,Unknown,Unknown,Unknown,Sequoia Capital,Private Equity,20000000.0,2015,3,March
2889,2015-03-12,MoonFrog Labs,Unknown,Unknown,Unknown,"Tiger Global, Sequoia Capital.",Private Equity,15000000.0,2015,3,March
2890,2015-03-13,Foodpanda,Unknown,Unknown,Unknown,Rocket Internet AG & others,Private Equity,110000000.0,2015,3,March
2892,2015-03-13,DiabetOmics,Unknown,Unknown,Unknown,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,5000000.0,2015,3,March
2894,2015-03-14,Daily Rounds,Unknown,Unknown,Unknown,"Kae Capital, GSF, Teruhide Sato",Seed Funding,500000.0,2015,3,March
2895,2015-03-14,Orobind,Unknown,Unknown,Unknown,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000.0,2015,3,March
2897,2015-03-16,Digital Gorkha,Unknown,Unknown,Unknown,Ramesh kavediya,Seed Funding,166000.0,2015,3,March
2898,2015-03-16,NestAway,Unknown,Unknown,Unknown,"IDG Ventures, Naveen Tewari",Seed Funding,1300000.0,2015,3,March
2899,2015-03-16,The Better India,Unknown,Unknown,Unknown,I-cube-N,Seed Funding,166000.0,2015,3,March
2900,2015-03-16,Meru Cabs,Unknown,Unknown,Unknown,Value Fund Advisors,Private Equity,50000000.0,2015,3,March
2902,2015-03-18,Drivestream,Unknown,Unknown,Unknown,Wipro,Private Equity,5000000.0,2015,3,March
2903,2015-03-18,wWhere,Unknown,Unknown,Unknown,Group of Angel Investors,Seed Funding,200000.0,2015,3,March
2905,2015-03-19,Tripoto,Unknown,Unknown,Unknown,"IDG Ventures, Outbox Ventures",Private Equity,2000000.0,2015,3,March
2906,2015-03-19,Graphic India,Unknown,Unknown,Unknown,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,2800000.0,2015,3,March
2908,2015-03-20,Lets Corp,Unknown,Unknown,Unknown,Wu Chay Chin,Seed Funding,3000000.0,2015,3,March
2909,2015-03-20,CollateBox,Unknown,Unknown,Unknown,LetsVenture,Seed Funding,180000.0,2015,3,March
2910,2015-03-20,Mahindra First Choice,Unknown,Unknown,Unknown,Valiant Capital,Private Equity,15000000.0,2015,3,March
2912,2015-03-23,RazorPay,Unknown,Unknown,Unknown,Y Combinator,Seed Funding,120000.0,2015,3,March
2914,2015-03-24,Furlenco,Unknown,Unknown,Unknown,LightBox Ventures,Private Equity,6000000.0,2015,3,March
2915,2015-03-24,Cubito,Unknown,Unknown,Unknown,Sol Primero,Seed Funding,160000.0,2015,3,March
2916,2015-03-25,Teabox,Unknown,Unknown,Unknown,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,6000000.0,2015,3,March
2917,2015-03-25,Artoo,Unknown,Unknown,Unknown,"Accion Venture Labs, Rianta Capital",Private Equity,500000.0,2015,3,March
2918,2015-03-25,Fxkart.com,Unknown,Unknown,Unknown,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,2000000.0,2015,3,March
2920,2015-03-25,OYO Rooms,Unknown,Unknown,Unknown,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,25000000.0,2015,3,March
2921,2015-03-26,Roposo.com,Unknown,Unknown,Unknown,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,5000000.0,2015,3,March
2922,2015-03-26,Teewe,Unknown,Unknown,Unknown,"Sequoia Capital, India Quotient",Seed Funding,1750000.0,2015,3,March
2924,2015-03-27,Urjas,Unknown,Unknown,Unknown,Solidarity Venture Capital & others,Seed Funding,100000.0,2015,3,March
2925,2015-03-27,Chargein,Unknown,Unknown,Unknown,Pittie Group,Seed Funding,100000.0,2015,3,March
2926,2015-03-28,Yogurt Labs,Unknown,Unknown,Unknown,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,115000.0,2015,3,March
2927,2015-03-28,LimeRoad.com,Unknown,Unknown,Unknown,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,30000000.0,2015,3,March
2928,2015-03-28,Team Indus,Unknown,Unknown,Unknown,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,1500000.0,2015,3,March
2929,2015-03-30,Arohan Financial Services,Unknown,Unknown,Unknown,Tano Capital,Private Equity,10000000.0,2015,3,March
2930,2015-03-30,BillDesk,Unknown,Unknown,Unknown,TA Associates,Private Equity,75000000.0,2015,3,March
2931,2015-03-31,Triphobo,Unknown,Unknown,Unknown,"Mayfield Ventures, Kalaari Capital",Private Equity,3000000.0,2015,3,March
2932,2015-03-31,Aryaka,Unknown,Unknown,Unknown,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,16000000.0,2015,3,March
2933,2015-03-31,Appsdaily,Unknown,Unknown,Unknown,"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures",Private Equity,16000000.0,2015,3,March
2934,2015-02-02,Faaya,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2935,2015-02-02,InstaBounce,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2936,2015-02-02,Chloroplast Foods,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2937,2015-02-02,Dealwithus,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2938,2015-02-02,CleverSharks,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2939,2015-02-02,Leaf,Unknown,Unknown,Unknown,Group of Angel Investors,Seed\\nFunding,16600.0,2015,2,February
2940,2015-02-02,SmartPocket,Unknown,Unknown,Unknown,"Sol Primero, Rajiv Mehta",Seed\\nFunding,250000.0,2015,2,February
2941,2015-02-02,Yumist,Unknown,Unknown,Unknown,Orios Venture Partner,Private Equity,1000000.0,2015,2,February
2943,2015-02-02,FirstCry,Unknown,Unknown,Unknown,Valiant Capital Partners,Private Equity,26000000.0,2015,2,February
2944,2015-02-02,HolaChef,Unknown,Unknown,Unknown,India Quotient,Seed\\nFunding,325000.0,2015,2,February
2945,2015-02-03,Frsh.co.in,Unknown,Unknown,Unknown,"India Quotient, Kae Capital",Seed\\nFunding,518000.0,2015,2,February
2946,2015-02-03,Manthan,Unknown,Unknown,Unknown,"Temasek, Norwest Venture Partners",Private Equity,60000000.0,2015,2,February
2948,2015-02-05,Culture Machine,Unknown,Unknown,Unknown,"Tiger Global, Times Internet, Zodius Capital",Private Equity,18000000.0,2015,2,February
2950,2015-02-05,Aisle.co,Unknown,Unknown,Unknown,"Anand Vijay, Shashank Mehrotra & Others",Seed\\nFunding,100000.0,2015,2,February
2951,2015-02-06,FreeCharge,Unknown,Unknown,Unknown,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,80000000.0,2015,2,February
2952,2015-02-06,NewsHunt,Unknown,Unknown,Unknown,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000.0,2015,2,February
2953,2015-02-09,MyNoticePeriod,Unknown,Unknown,Unknown,IDG Ventures,Private Equity,3000000.0,2015,2,February
2955,2015-02-09,Faaso\\xe2\\x80\\x99s,Unknown,Unknown,Unknown,Lightbox Ventures,Private Equity,20000000.0,2015,2,February
2958,2015-02-11,Capital Float,Unknown,Unknown,Unknown,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,13000000.0,2015,2,February
2959,2015-02-11,Nimble Wireless,Unknown,Unknown,Unknown,AngelPrime,Seed\\nFunding,3000000.0,2015,2,February
2962,2015-02-12,Stayzilla,Unknown,Unknown,Unknown,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000.0,2015,2,February
2963,2015-02-12,Practo,Unknown,Unknown,Unknown,"Sequoia Capital, Matrix Partners",Private Equity,30000000.0,2015,2,February
2965,2015-02-13,20Dresses,Unknown,Unknown,Unknown,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed\\nFunding,1000000.0,2015,2,February
2966,2015-02-13,Itzcash,Unknown,Unknown,Unknown,Ashok Goel (promoter),Private Equity,16500000.0,2015,2,February
2967,2015-02-16,NewsInShorts,Unknown,Unknown,Unknown,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,4150000.0,2015,2,February
2968,2015-02-16,iTraveller.com,Unknown,Unknown,Unknown,ah! Ventures,Private Equity,1000000.0,2015,2,February
2970,2015-02-18,Wooplr.com,Unknown,Unknown,Unknown,Helion Venture Partners,Private Equity,5000000.0,2015,2,February
2971,2015-05-19,Springleap,Unknown,Unknown,Unknown,Cross Border Angels,Seed\\nFunding,800000.0,2015,5,May
2972,2015-02-20,Klip.in,Unknown,Unknown,Unknown,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed\\nFunding,500000.0,2015,2,February
2973,2015-02-20,Renderlogy,Unknown,Unknown,Unknown,Brick Eagle,Private Equity,1600000.0,2015,2,February
2974,2015-02-21,Appbase,Unknown,Unknown,Unknown,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed\\nFunding,290000.0,2015,2,February
2975,2015-02-23,HomeLane,Unknown,Unknown,Unknown,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,4500000.0,2015,2,February
2976,2015-02-23,Trip38,Unknown,Unknown,Unknown,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,1000000.0,2015,2,February
2977,2015-02-23,Smartairtrip.com,Unknown,Unknown,Unknown,Undisclosed,Private Equity,10000000.0,2015,2,February
2978,2015-02-23,NoBroker,Unknown,Unknown,Unknown,"SAIF Partners, Fulcrum Ventures",Private Equity,3000000.0,2015,2,February
2979,2015-02-24,Caravan Craft Retail,Unknown,Unknown,Unknown,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",Seed\\nFunding,500000.0,2015,2,February
2981,2015-02-25,Clonect Solutions,Unknown,Unknown,Unknown,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed\\nFunding,250000.0,2015,2,February
2982,2015-02-25,TaxSutra,Unknown,Unknown,Unknown,"V Balakrishnan, T V Mohandas Pai",Seed\\nFunding,160000.0,2015,2,February
2984,2015-02-25,Sattviko,Unknown,Unknown,Unknown,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed\\nFunding,320000.0,2015,2,February
2985,2015-02-25,IndustryBuying,Unknown,Unknown,Unknown,SAIF Partners,Private Equity,2000000.0,2015,2,February
2987,2015-02-26,TinyOwl,Unknown,Unknown,Unknown,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,16000000.0,2015,2,February
2988,2015-02-27,Momoe,Unknown,Unknown,Unknown,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed\\nFunding,1200000.0,2015,2,February
2989,2015-02-27,Grofers,Unknown,Unknown,Unknown,"Tiger Global Management, Sequoia Capital India",Private Equity,10000000.0,2015,2,February
2990,2015-01-02,LensKart,Unknown,Unknown,Unknown,"TPG Growth, TR Capital, IDG Ventures",Private Equity,2150000.0,2015,1,January
2991,2015-01-02,VioletStreet,Unknown,Unknown,Unknown,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed\\nFunding,315000.0,2015,1,January
2992,2015-01-05,Lookup,Unknown,Unknown,Unknown,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed\\nFunding,380000.0,2015,1,January
2993,2015-01-05,#Fame,Unknown,Unknown,Unknown,TO THE NEW Ventures,Private Equity,10000000.0,2015,1,January
2994,2015-01-05,Gympik,Unknown,Unknown,Unknown,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,135000.0,2015,1,January
2995,2015-01-06,Near.in,Unknown,Unknown,Unknown,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,285000.0,2015,1,January
2997,2015-01-06,NumberMall,Unknown,Unknown,Unknown,SRI Capital,Private Equity,10000000.0,2015,1,January
2998,2015-01-06,Tookitaki,Unknown,Unknown,Unknown,"Jungle Ventures, Redbright Partners, Blume Ventures",Private\\nEquity,1000000.0,2015,1,January
2999,2015-01-06,Frankly,Unknown,Unknown,Unknown,Matrix Partners,Seed Funding,600000.0,2015,1,January
3001,2015-01-07,Nurturey,Unknown,Unknown,Unknown,Seedrs Crowd funding platform,Crowd funding,125000.0,2015,1,January
3003,2015-01-07,Stridalyzer,Unknown,Unknown,Unknown,Kickstarter,Crowd Funding,30768.0,2015,1,January
3004,2015-01-07,Commonfloor,Unknown,Unknown,Unknown,Google Capital,Private Equity,5000000.0,2015,1,January
3006,2015-01-09,YepMe,Unknown,Unknown,Unknown,"JS Capital, Helion Venture Partners, Capricorn Investment Group",Private Equity,13000000.0,2015,1,January
3009,2015-01-12,MyDreamStore,Unknown,Unknown,Unknown,Undisclosed Investors,Seed Funding,290000.0,2015,1,January
3011,2015-01-14,RateGain,Unknown,Unknown,Unknown,TA Associates,Private Equity,50000000.0,2015,1,January
3013,2015-01-16,eKincare,Unknown,Unknown,Unknown,Adroitent Pvt. Ltd.,Seed Funding,161000.0,2015,1,January
3014,2015-01-18,ShopClues,Unknown,Unknown,Unknown,Tiger Global & Other investors,Private Equity,100000000.0,2015,1,January
3015,2015-01-19,Refiral,Unknown,Unknown,Unknown,Cogent E Services,Seed Funding,330000.0,2015,1,January
3017,2015-01-19,HealthyWorld.in,Unknown,Unknown,Unknown,Group of Angel Investors,Seed Funding,200000.0,2015,1,January
3018,2015-01-19,Hostel Dunia,Unknown,Unknown,Unknown,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,1,January
3019,2015-01-19,Play your sport,Unknown,Unknown,Unknown,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,2015,1,January
